semester1,Institution1,Program,Degree_Level_Code,CIP,Program_status,ECount,GCount
2016-2017,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,16,5
2017-2018,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,12,10
2018-2019,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,7,4
2019-2020,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,6,4
2020-2021,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,6,1
2021-2022,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,3,3
2022-2023,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,2,
2023-2024,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,2,
2024-2025,Bellarmine University,*MAT in Middle School Teaching,M ,13.1203,A  ,4,
2014-2015,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,38,13
2015-2016,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,34,15
2016-2017,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,32,16
2017-2018,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,28,11
2018-2019,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,23,13
2019-2020,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,19,7
2020-2021,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,11,7
2021-2022,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,15,6
2022-2023,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,17,7
2023-2024,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,14,9
2024-2025,Bellarmine University,*MAT in Secondary Teaching,M ,13.1205,A  ,9,
2014-2015,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,33,21
2015-2016,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,26,26
2016-2017,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,50,11
2017-2018,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,78,36
2018-2019,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,65,42
2019-2020,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,38,29
2020-2021,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,60,17
2021-2022,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,55,47
2022-2023,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,42,39
2023-2024,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,30,31
2024-2025,Bellarmine University,*MAEd in Teacher Leadership,M ,13.1299,A  ,15,
2014-2015,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,,
2015-2016,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,,
2016-2017,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,,
2017-2018,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,,
2018-2019,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,8,10
2019-2020,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,6,7
2020-2021,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,7,6
2021-2022,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,8,6
2022-2023,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,7,7
2023-2024,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,4,6
2024-2025,Bellarmine University,*Educational Specialist,S ,13.0499,A  ,5,
2014-2015,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2015-2016,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2016-2017,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2017-2018,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2018-2019,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2019-2020,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2020-2021,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2021-2022,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2022-2023,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2023-2024,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,,
2024-2025,Bellarmine University,*Instructional Leadership and School Administration,M ,13.0499,A  ,1,
2014-2015,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2015-2016,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2016-2017,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2017-2018,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,1
2018-2019,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2019-2020,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2020-2021,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2021-2022,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2022-2023,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2023-2024,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2024-2025,Bellarmine University,"Special Education and Teaching, General.",M ,13.1001,A  ,,
2014-2015,Berea College,"Education, General",B ,13.0101,A  ,14,
2015-2016,Berea College,"Education, General",B ,13.0101,A  ,6,6
2016-2017,Berea College,"Education, General",B ,13.0101,A  ,9,6
2017-2018,Berea College,"Education, General",B ,13.0101,A  ,10,9
2018-2019,Berea College,"Education, General",B ,13.0101,A  ,16,10
2019-2020,Berea College,"Education, General",B ,13.0101,A  ,15,8
2020-2021,Berea College,"Education, General",B ,13.0101,A  ,4,5
2021-2022,Berea College,"Education, General",B ,13.0101,A  ,6,6
2022-2023,Berea College,"Education, General",B ,13.0101,A  ,2,5
2023-2024,Berea College,"Education, General",B ,13.0101,A  ,5,2
2024-2025,Berea College,"Education, General",B ,13.0101,A  ,9,
2014-2015,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,2,4
2015-2016,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,17,6
2016-2017,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,21,7
2017-2018,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,18,1
2018-2019,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,24,8
2019-2020,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,21,10
2020-2021,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,15,4
2021-2022,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,18,6
2022-2023,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,24,11
2023-2024,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,20,4
2024-2025,Berea College,Elementary Education and Teaching,B ,13.1202,A  ,18,
2014-2015,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,8,4
2015-2016,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,3,2
2016-2017,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,1,1
2017-2018,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,,
2018-2019,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,,
2019-2020,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,2,
2020-2021,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,3,1
2021-2022,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,2,1
2022-2023,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,3,1
2023-2024,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,3,1
2024-2025,Berea College,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,2,
2014-2015,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2015-2016,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2016-2017,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2017-2018,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2018-2019,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2019-2020,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,2,
2020-2021,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,,
2021-2022,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,5,
2022-2023,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,9,
2023-2024,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,10,5
2024-2025,Berea College,English/Language Arts Teacher Education,B ,13.1305,A  ,4,
2014-2015,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,,
2015-2016,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,,
2016-2017,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,,
2017-2018,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,,
2018-2019,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,,
2019-2020,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,1,
2020-2021,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,3,1
2021-2022,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,1,
2022-2023,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,3,1
2023-2024,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,4,1
2024-2025,Berea College,Mathematics Teacher Education,B ,13.1311,A  ,3,
2014-2015,Berea College,Music Teacher Education,B ,13.1312,A  ,3,3
2015-2016,Berea College,Music Teacher Education,B ,13.1312,A  ,2,
2016-2017,Berea College,Music Teacher Education,B ,13.1312,A  ,5,2
2017-2018,Berea College,Music Teacher Education,B ,13.1312,A  ,4,
2018-2019,Berea College,Music Teacher Education,B ,13.1312,A  ,5,3
2019-2020,Berea College,Music Teacher Education,B ,13.1312,A  ,6,1
2020-2021,Berea College,Music Teacher Education,B ,13.1312,A  ,5,2
2021-2022,Berea College,Music Teacher Education,B ,13.1312,A  ,1,1
2022-2023,Berea College,Music Teacher Education,B ,13.1312,A  ,,
2023-2024,Berea College,Music Teacher Education,B ,13.1312,A  ,2,
2024-2025,Berea College,Music Teacher Education,B ,13.1312,A  ,1,
2014-2015,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2015-2016,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2016-2017,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2017-2018,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2018-2019,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2019-2020,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,5,2
2020-2021,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,4,1
2021-2022,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,2,1
2022-2023,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,2,
2023-2024,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,6,2
2024-2025,Berea College,Physical Education Teaching and Coaching,B ,13.1314,A  ,5,
2014-2015,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2015-2016,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2016-2017,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2017-2018,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2018-2019,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2019-2020,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2020-2021,Berea College,Biology Teacher Education,B ,13.1322,A  ,1,
2021-2022,Berea College,Biology Teacher Education,B ,13.1322,A  ,1,
2022-2023,Berea College,Biology Teacher Education,B ,13.1322,A  ,1,1
2023-2024,Berea College,Biology Teacher Education,B ,13.1322,A  ,1,
2024-2025,Berea College,Biology Teacher Education,B ,13.1322,A  ,,
2014-2015,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2015-2016,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2016-2017,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2017-2018,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2018-2019,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2019-2020,Berea College,*History Teacher Education,B ,13.1328,A  ,,
2020-2021,Berea College,*History Teacher Education,B ,13.1328,A  ,2,
2021-2022,Berea College,*History Teacher Education,B ,13.1328,A  ,3,1
2022-2023,Berea College,*History Teacher Education,B ,13.1328,A  ,1,
2023-2024,Berea College,*History Teacher Education,B ,13.1328,A  ,1,
2024-2025,Berea College,*History Teacher Education,B ,13.1328,A  ,4,
2014-2015,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,,
2015-2016,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,,
2016-2017,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,,
2017-2018,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,,
2018-2019,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,11,1
2019-2020,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,63,6
2020-2021,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,101,8
2021-2022,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,84,15
2022-2023,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,82,19
2023-2024,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,90,27
2024-2025,Big Sandy Community & Technical College,*Education,A ,13.1501,A  ,105,
2014-2015,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,222,4
2015-2016,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,251,3
2016-2017,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,233,2
2017-2018,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,227,1
2018-2019,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,222,1
2019-2020,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,164,3
2020-2021,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,150,10
2021-2022,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,150,17
2022-2023,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,171,27
2023-2024,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,168,24
2024-2025,Bluegrass Community & Technical College,*Education,A ,13.1501,A  ,188,
2014-2015,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,,2
2015-2016,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,15,1
2016-2017,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,2,
2017-2018,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,16,
2018-2019,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,23,5
2019-2020,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,18,1
2020-2021,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,18,2
2021-2022,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,12,3
2022-2023,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,12,3
2023-2024,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,11,2
2024-2025,Brescia University,"Special Education and Teaching, General.",B ,13.1001,A  ,6,
2014-2015,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,13,4
2015-2016,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,14,1
2016-2017,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,13,1
2017-2018,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,17,2
2018-2019,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,27,3
2019-2020,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,34,4
2020-2021,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,28,2
2021-2022,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,32,6
2022-2023,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,24,4
2023-2024,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,25,6
2024-2025,Brescia University,Elementary Education and Teaching,B ,13.1202,A  ,28,
2014-2015,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,10,
2015-2016,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,6,
2016-2017,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,7,2
2017-2018,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,6,1
2018-2019,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,,1
2019-2020,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,5,
2020-2021,Brescia University,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,5,
